ID,month,year,readability,age,age_LAV,length,weight,fin,mean eye d,sex,stage
410,9,1991,2,19,4,600,371,NA,NA,f,FV
411,9,1991,2,17,7,642,460,NA,NA,f,FV
412,9,1991,3,18,6,627,400,NA,NA,f,FV
413,9,1991,3,17,6,610,367,NA,NA,f,FV
414,9,1991,2,19,6,613,414,NA,NA,f,FV
415,8,1991,2,23,7,628,439,NA,NA,f,FV
416,9,1991,2,20,7,582,346,NA,NA,f,FV
417,8,1991,2,15,6,611,465,NA,NA,f,FV
418,9,1991,1,13,9,616,432,NA,NA,f,FV
419,9,1991,3,21,7,543,293,NA,NA,f,FV
420,9,1991,3,18,8,605,418,NA,NA,f,FV
421,9,1991,1,15,4,584,348,NA,NA,f,FV
422,9,1991,2,24,6,622,391,NA,NA,f,FV
423,9,1991,2,22,6,624,416,NA,NA,f,FV
424,8,1991,1,9,5,390,114,NA,NA,m,MD
425,8,1991,2,20,7,561,339,NA,NA,f,FV
426,9,1991,2,24,11,683,522,NA,NA,f,FV
427,9,1991,2,16,8,404,126,NA,NA,f,FV
428,9,1991,1,13,9,589,367,NA,NA,f,FV
429,9,1991,2,22,9,506,239,NA,NA,f,FV
430,9,1991,2,16,5,466,169,NA,NA,f,FV
431,9,1991,1,19,NA,643,491,NA,NA,f,FV
432,9,1991,1,15,10,603,400,NA,NA,f,FV
433,9,1991,2,19,8,484,198,NA,NA,f,FV
434,9,1991,3,17,7,NA,214,NA,NA,f,FV
435,9,1991,1,18,12,598,350,NA,NA,f,FV
436,9,1991,2,20,10,605,393,NA,NA,f,FV
437,9,1991,1,18,9,637,427,NA,NA,f,FV
438,9,1991,1,20,12,602,371,NA,NA,f,FV
439,8,1991,3,18,7,472,126,NA,NA,f,FV
440,8,1991,3,26,9,610,427,NA,NA,f,FV
441,9,1991,1,16,10,666,651,NA,NA,f,FV
442,8,1991,2,17,7,655,498,NA,NA,f,FV
443,6,1991,2,22,7,583,390,NA,NA,f,FV
444,6,1991,2,22,11,732,698,NA,NA,f,FV
445,6,1991,2,26,8,827,805,NA,NA,f,FV
446,6,1991,2,18,5,534,308,NA,NA,f,FV
447,9,1991,2,19,7,624,428,NA,NA,f,FV
448,9,1991,2,14,6,421,127,NA,NA,m,MD
449,9,1991,2,18,5,647,492,NA,NA,f,FV
450,9,1991,2,17,8,608,415,NA,NA,f,FV
451,9,1991,2,18,7,518,227,NA,NA,f,FV
452,11,1991,2,20,6,625,406,NA,NA,f,FV
453,11,1991,2,25,7,654,390,NA,NA,f,FV
454,8,1991,3,24,12,573,376,NA,NA,f,FV
455,8,1991,1,17,10,580,323,NA,NA,f,FV
456,8,1991,1,14,7,395,119,NA,NA,m,MD
457,8,1991,2,25,8,590,412,NA,NA,f,FV
458,8,1991,2,27,10,986,2297,NA,NA,f,FV
459,8,1991,1,24,6,627,495,NA,NA,f,FV
460,8,1991,1,20,6,611,462,NA,NA,f,FV
461,8,1991,1,16,7,410,127,NA,NA,m,MD
462,8,1991,2,23,9,613,397,NA,NA,f,FV
463,9,1991,2,25,9,653,429,NA,NA,f,FV
464,9,1991,2,16,7,421,150,NA,NA,m,MD
465,9,1991,2,23,8,603,402,NA,NA,f,FV
466,9,1991,2,26,NA,557,345,NA,NA,f,FV
467,8,1991,2,22,11,608,405,NA,NA,f,FV
468,8,1991,2,22,6,595,306,NA,NA,f,FV
469,8,1991,2,14,7,562,341,NA,NA,f,FV
470,8,1991,1,21,5,566,294,NA,NA,f,FV
471,8,1991,2,19,6,541,294,NA,NA,f,FV
472,8,1991,3,18,8,588,343,NA,NA,f,FV
473,8,1991,2,22,6,663,435,NA,NA,f,FV
474,8,1991,3,20,7,578,313,NA,NA,f,FV
475,8,1991,2,18,4,560,311,NA,NA,f,FV
476,8,1991,1,16,5,407,117,NA,NA,m,MD
477,8,1991,1,22,5,578,314,NA,NA,f,FV
478,8,1991,2,19,NA,562,316,NA,NA,f,FV
479,8,1991,NA,NA,9,639,212,NA,NA,f,FV
480,8,1991,1,26,5,638,460,NA,NA,f,FV
481,8,1991,3,25,7,624,439,NA,NA,f,FV
482,8,1991,3,24,6,690,603,NA,NA,f,FV
483,5,1991,2,23,7,669,554,NA,NA,f,FV
484,5,1991,2,24,8,638,469,NA,NA,f,FV
485,4,1991,3,22,8,763,447,NA,NA,f,FV
486,9,1991,1,25,5,589,426,NA,NA,f,FV
487,9,1991,1,12,3,495,222,NA,NA,f,FV
488,8,1991,1,20,9,406,122,NA,NA,m,MD
489,8,1991,2,35,12,968,2126,NA,NA,f,FV
490,8,1991,3,34,13,947,2278,NA,NA,f,FV
491,8,1991,1,17,3,395,115,NA,NA,m,MD
492,8,1991,1,19,9,490,246,NA,NA,f,FV
493,8,1991,2,17,6,594,391,NA,NA,f,FV
494,8,1991,2,25,6,599,361,NA,NA,f,FV
495,8,1991,2,19,6,552,296,NA,NA,f,FV
496,8,1991,NA,NA,6,586,313,NA,NA,f,FV
497,8,1991,3,20,5,611,433,NA,NA,f,FV
498,9,1991,2,21,6,NA,364,NA,NA,f,FV
499,9,1991,1,13,9,547,272,NA,NA,f,FV
500,9,1991,3,19,11,596,392,NA,NA,f,FV
501,9,1991,2,22,8,589,340,NA,NA,f,FV
502,9,1991,2,23,10,608,446,NA,NA,f,FV
503,9,1991,3,28,12,629,450,NA,NA,f,FV
504,9,1991,2,30,NA,632,374,NA,NA,f,FII
505,9,1991,2,22,5,577,340,NA,NA,f,FV
506,9,1991,2,23,6,583,300,NA,NA,f,FV
507,9,1991,3,20,5,595,376,NA,NA,f,FV
508,9,1991,2,26,5,633,408,NA,NA,f,FV
509,9,1991,2,19,7,574,315,NA,NA,f,FV
510,9,1991,2,22,6,576,367,NA,NA,f,FV
511,9,1991,NA,NA,6,654,462,NA,NA,f,FV
512,9,1991,3,30,9,945,1866,NA,NA,f,FV
513,9,1991,1,13,5,605,392,NA,NA,f,FV
514,9,1991,2,27,7,621,404,NA,NA,f,FV
515,9,1991,2,23,7,674,552,NA,NA,f,FV
516,9,1991,1,23,8,742,612,NA,NA,f,FV
517,9,1991,2,17,5,602,339,NA,NA,f,FV
518,8,1991,2,26,4,481,212,NA,NA,f,FV
519,8,1991,1,12,5,416,120,NA,NA,m,MD
520,9,1991,2,24,6,594,318,NA,NA,f,FV
521,9,1991,2,16,6,431,162,NA,NA,m,MD
522,9,1991,2,18,6,556,336,NA,NA,f,FV
523,9,1991,1,21,6,NA,327,NA,NA,f,FV
524,8,1991,1,10,NA,371,75,NA,NA,f,FII
525,8,1991,3,23,5,627,449,NA,NA,f,FV
526,9,1991,2,31,7,664,452,NA,NA,f,FV
527,9,1991,3,19,6,628,491,NA,NA,f,FV
528,9,1991,2,21,4,576,333,NA,NA,f,FV
529,8,1991,1,16,4,569,248,NA,NA,f,FII
530,8,1991,3,22,5,639,421,NA,NA,f,FV
531,8,1991,3,20,5,520,291,NA,NA,f,FV
532,8,1991,1,16,5,484,226,NA,NA,f,FV
533,8,1991,3,25,6,645,534,NA,NA,f,FV
534,8,1991,3,25,NA,616,498,NA,NA,f,FV
535,8,1991,3,18,5,632,435,NA,NA,f,FV
536,8,1991,1,19,NA,635,430,NA,NA,f,FV
537,9,1991,2,21,5,593,375,NA,NA,f,FV
538,9,1991,3,17,3,413,144,NA,NA,m,MD
539,9,1991,3,19,5,503,246,NA,NA,f,FV
540,4,1991,3,20,6,665,515,NA,NA,f,FV
541,4,1991,3,22,8,656,445,NA,NA,f,FV
542,4,1991,2,24,9,890,1328,NA,NA,f,FV
543,8,1991,3,19,4,446,294,NA,NA,f,FV
544,9,1991,2,18,5,520,249,NA,NA,f,FV
545,9,1991,2,23,7,558,333,NA,NA,f,FV
546,NA,1992,2,23,9,565,329.5,NA,NA,f,FV
547,NA,1992,2,25,12,1060,2296.4,NA,NA,f,FV
548,NA,1992,2,18,6,575,330,NA,NA,f,FV
549,NA,1992,2,14,7,700,656.2,NA,NA,f,FV
550,NA,1992,2,17,13,840,1240.5,NA,NA,f,FV
551,NA,1992,2,20,16,820,1059,NA,NA,f,FV
552,NA,1992,3,15,7,590,404,NA,NA,f,FV
553,NA,1992,3,15,11,840,992.7,NA,NA,f,FV
554,NA,1992,1,21,8,660,561.1,NA,NA,f,FV
555,NA,1992,2,24,8,775,965.9,NA,NA,f,FV
556,8,1992,3,20,9,600,406.2,NA,NA,f,FV
557,8,1992,2,15,12,675,692.6,NA,NA,f,FV
558,8,1992,NA,NA,8,500,244.7,NA,NA,f,FV
559,8,1992,3,12,7,510,256.1,NA,NA,f,FV
560,8,1992,3,15,8,590,433.6,NA,NA,f,FV
561,8,1992,2,18,5,500,236.3,NA,NA,f,FV
562,8,1992,1,28,12,1005,2569.8,NA,NA,f,FV
563,8,1992,1,17,9,625,522.4,NA,NA,f,FV
564,8,1992,1,14,8,560,343.2,NA,NA,f,FV
565,8,1992,3,17,7,630,309,NA,NA,f,FV
566,NA,1992,2,17,7,600,351.2,NA,NA,f,FV
567,8,1992,2,15,8,600,415.4,NA,NA,f,FV
568,8,1992,2,17,14,735,697.4,NA,NA,f,FV
569,8,1992,3,16,9,560,336.6,NA,NA,f,FV
570,8,1992,2,21,7,570,258,NA,NA,f,FV
571,NA,1992,2,24,8,620,436.8,NA,NA,f,FV
572,NA,1992,2,17,7,615,356.1,NA,NA,f,FV
573,NA,1992,2,15,9,950,1714.5,NA,NA,f,FV
574,NA,1992,3,23,9,785,836,NA,NA,f,FV
575,NA,1992,2,20,5,675,378.7,NA,NA,f,FV
576,NA,1992,3,17,7,635,473.6,NA,NA,f,FV
577,NA,1992,1,13,8,715,644.9,NA,NA,f,FV
578,NA,1992,2,25,8,750,707,NA,NA,f,FV
579,NA,1992,NA,NA,5,560,300.9,NA,NA,f,FV
580,NA,1992,2,14,11,825,1076.9,NA,NA,f,FV
581,NA,1992,1,17,8,710,701.3,NA,NA,f,FV
582,NA,1992,1,15,9,615,472.7,NA,NA,f,FV
583,NA,1992,3,19,9,620,418.6,NA,NA,f,FV
584,NA,1992,3,22,6,590,354.6,NA,NA,f,FV
585,NA,1992,NA,NA,4,480,193.7,NA,NA,f,FV
586,NA,1992,NA,NA,6,620,408.6,NA,NA,f,FV
587,NA,1992,1,15,7,795,976.3,NA,NA,f,FV
588,NA,1992,2,17,7,640,457.6,NA,NA,f,FV
589,NA,1992,3,15,9,695,539.9,NA,NA,f,FV
590,NA,1992,1,17,10,785,1025.6,NA,NA,f,FV
591,NA,1992,2,20,9,690,557.1,NA,NA,f,FV
592,NA,1992,2,25,9,685,510.8,NA,NA,f,FV
593,NA,1992,1,16,9,830,913,NA,NA,f,FV
594,8,1992,3,15,7,615,426.1,NA,NA,f,FV
595,8,1992,NA,NA,5,505,237.1,NA,NA,f,FV
596,8,1992,2,21,5,450,213.2,NA,NA,f,FIII
597,8,1992,3,24,9,630,413.6,NA,NA,f,FV
598,8,1992,2,21,8,650,440.9,NA,NA,f,FV
599,8,1992,3,25,8,630,423.5,NA,NA,f,FV
600,8,1992,3,21,8,595,473.6,NA,NA,f,FV
601,8,1992,2,16,3,390,123.4,NA,NA,m,FV
602,8,1992,2,17,4,380,90.6,NA,NA,m,FV
603,8,1992,1,13,5,475,173.8,NA,NA,f,FII
604,8,1992,3,18,6,555,303.5,NA,NA,f,FV
605,8,1992,3,14,6,455,179.7,NA,NA,f,FV
606,8,1992,1,32,8,1005,1992.8,NA,NA,f,FV
607,8,1992,NA,NA,8,600,314.4,NA,NA,f,FV
608,8,1992,2,39,10,1000,1716.2,NA,NA,f,FV
609,8,1992,2,18,4,415,136.7,NA,NA,m,FV
610,NA,1992,3,22,7,655,477,NA,NA,f,FV
611,NA,1992,2,28,8,655,459.1,NA,NA,f,FV
612,NA,1992,3,24,5,525,265,NA,NA,f,FV
613,NA,1992,2,17,11,840,1133.6,NA,NA,f,FV
614,NA,1992,1,16,6,695,572.9,NA,NA,f,FV
615,NA,1992,2,18,9,640,436.7,NA,NA,f,FV
616,NA,1992,2,19,11,680,472.9,NA,NA,f,FV
617,NA,1992,1,16,13,770,1113.4,NA,NA,f,FV
618,NA,1992,2,19,6,595,350.6,NA,NA,f,FV
619,NA,1992,1,17,11,745,813.4,NA,NA,f,FV
620,NA,1992,2,19,10,685,594,NA,NA,f,FV
621,NA,1992,2,18,7,660,475.4,NA,NA,f,FV
622,NA,1992,2,16,8,630,390.1,NA,NA,f,FV
623,NA,1992,1,15,9,885,1293,NA,NA,f,FV
624,5,1992,1,20,9,670,547.9,NA,NA,f,FV
625,6,1992,3,20,8,700,432.7,NA,NA,f,FV
626,6,1992,2,14,NA,420,121,NA,NA,f,FII
627,5,1992,2,14,NA,475,191.4,NA,NA,f,FII
628,5,1992,3,17,NA,670,396.6,NA,NA,f,FII
629,7,1992,3,20,NA,710,561,NA,NA,f,FII
630,5,1992,1,10,NA,420,96,NA,NA,u,FII
631,7,1992,2,13,NA,535,194,NA,NA,f,FII
632,7,1992,3,20,NA,715,562.9,NA,NA,f,FII
633,5,1992,3,19,NA,495,205.6,NA,NA,f,FII
634,5,1992,2,5,NA,275,35.5,NA,NA,u,FII
635,7,1992,2,15,NA,560,308,NA,NA,f,FII
636,7,1992,1,13,NA,425,112.4,NA,NA,f,FII
637,7,1992,2,13,NA,395,112.3,NA,NA,u,FII
638,7,1992,2,27,7,580,359.9,NA,NA,f,NA
639,6,1992,2,24,10,865,1298.3,NA,NA,f,FV
640,8,1992,2,14,9,755,756,NA,NA,f,FV
641,5,1992,2,22,5,665,428.3,NA,NA,f,FV
642,5,1992,3,33,16,880,1434.7,NA,NA,f,FV
643,6,1992,2,24,11,995,1891.5,NA,NA,f,FV
644,6,1992,2,16,NA,530,252.4,NA,NA,f,FII
645,6,1992,3,18,5,535,299.9,NA,NA,f,FV
646,6,1992,1,15,8,625,419,NA,NA,f,FV
647,6,1992,2,16,9,615,461.5,NA,NA,f,FV
648,8,1992,3,20,6,555,336,NA,NA,f,FV
649,8,1992,3,21,4,535,336.5,NA,NA,f,FV
650,8,1992,3,17,6,540,264.5,NA,NA,f,FV
651,8,1992,3,18,6,590,378.3,NA,NA,f,FV
652,8,1992,1,16,5,400,109.4,NA,NA,m,FV
653,8,1992,3,30,11,630,391.1,NA,NA,f,FV
654,NA,1992,3,20,9,615,394,NA,NA,f,FV
655,NA,1992,2,16,8,740,790.6,NA,NA,f,FV
656,NA,1992,3,18,7,660,477.1,NA,NA,f,FV
657,NA,1992,3,20,7,615,358.6,NA,NA,f,FV
658,NA,1992,1,15,7,550,292.8,NA,NA,f,FV
659,NA,1992,1,16,10,655,528.7,NA,NA,f,FV
660,NA,1992,2,23,10,660,604.7,NA,NA,f,FV
661,8,1992,NA,NA,10,645,526.2,NA,NA,f,FV
662,8,1992,2,19,7,465,197,NA,NA,f,FV
663,9,2012,2,16,NA,659,555,NA,NA,f,FV
664,9,2012,2,16,NA,625,362,NA,NA,f,FV
665,9,2012,2,20,NA,690,491,NA,NA,f,FV
666,9,2012,1,12,NA,675,580,NA,NA,f,FV
667,9,2012,2,18,NA,690,630,NA,NA,f,FV
668,9,2012,2,17,NA,696,680,NA,NA,f,FV
669,9,2012,3,17,NA,744,694,NA,NA,f,FV
670,9,2012,2,19,NA,655,462,NA,NA,f,FV
671,9,2012,3,20,NA,714,649,NA,NA,f,FV
672,9,2012,NA,NA,NA,651,434,NA,NA,f,FV
673,9,2012,2,17,NA,643,466,NA,NA,f,FV
674,9,2012,2,19,NA,626,432,NA,NA,f,FV
675,9,2012,2,17,NA,680,668,NA,NA,f,FV
676,9,2012,3,21,NA,560,292,NA,NA,f,FV
677,9,2012,2,21,NA,670,494,NA,NA,f,FV
678,9,2012,2,22,NA,642,558,NA,NA,f,FV
679,9,2012,2,15,NA,685,637,NA,NA,f,FV
680,9,2012,2,18,NA,712,767,NA,NA,f,FV
681,9,2012,2,24,NA,815,1330,NA,NA,f,FV
682,9,2012,2,17,NA,702,629,NA,NA,f,FV
683,9,2012,2,12,NA,712,734,NA,NA,f,FV
684,9,2012,2,20,NA,739,746,NA,NA,f,FV
685,9,2012,1,11,NA,694,607,NA,NA,f,FV
686,9,2012,3,20,NA,512,249,NA,NA,f,FV
687,9,2012,2,15,NA,636,485,NA,NA,f,FV
688,9,2014,3,16,NA,598,373,NA,NA,f,FV
689,9,2014,2,18,NA,629,438,NA,NA,f,FV
690,9,2014,2,20,NA,707,666,NA,NA,f,FV
691,9,2014,1,23,NA,699,586,NA,NA,f,FV
692,9,2014,2,22,NA,654,487,NA,NA,f,FV
693,9,2014,2,17,NA,779,786,NA,NA,f,FV
694,9,2014,2,17,NA,587,331,NA,NA,f,FV
695,9,2014,3,19,NA,644,493,NA,NA,f,FV
696,9,2014,3,20,NA,634,516,NA,NA,f,FV
697,9,2014,2,22,NA,648,486,NA,NA,f,FV
698,9,2014,3,21,NA,722,755,NA,NA,f,FV
699,9,2014,3,22,NA,702,569,NA,NA,f,FV
700,9,2014,2,22,NA,688,706,NA,NA,f,FV
701,9,2014,3,20,NA,650,464,NA,NA,f,FV
702,9,2014,3,26,NA,629,456,NA,NA,f,FV
703,9,2014,3,21,NA,668,522,NA,NA,f,FV
704,9,2014,1,14,NA,583,358,NA,NA,f,FV
705,9,2014,3,31,NA,NA,NA,NA,NA,f,FV
706,9,2014,NA,NA,NA,610,506,NA,NA,f,FV
707,9,2014,NA,NA,NA,643,524,NA,NA,f,FV
708,9,2014,3,26,NA,696,601,NA,NA,f,FV
709,9,2014,3,21,NA,625,515,NA,NA,f,FV
710,9,2014,3,26,NA,674,619,NA,NA,f,FV
711,9,2014,2,19,NA,697,578,NA,NA,f,FV
712,9,2014,3,19,NA,763,882,NA,NA,f,FV
713,9,2015,3,19,NA,620,370,NA,NA,f,FV
714,9,2015,2,30,NA,725,598,NA,NA,f,FV
715,9,2015,3,20,NA,740,739,NA,NA,f,FV
716,9,2015,3,27,NA,975,1708,NA,NA,f,FV
717,9,2015,3,20,NA,725,703,NA,NA,f,FV
718,9,2015,3,22,NA,624,429,NA,NA,f,FV
719,9,2015,3,21,NA,670,481,NA,NA,f,FV
720,9,2015,2,22,NA,683,567,NA,NA,f,FV
721,9,2015,3,17,NA,770,673,NA,NA,f,FV
722,9,2015,2,26,NA,695,644,NA,NA,f,FV
723,9,2015,2,19,NA,760,732,NA,NA,f,FV
724,9,2015,2,18,NA,725,630,NA,NA,f,FV
725,9,2015,2,18,NA,790,903,NA,NA,f,FV
726,9,2015,3,16,NA,580,334,NA,NA,f,FV
727,9,2015,3,16,NA,925,1736,NA,NA,f,FV
728,9,2015,2,19,NA,730,668,NA,NA,f,FV
729,9,2015,2,19,NA,730,729,NA,NA,f,FV
730,9,2015,2,18,NA,745,662,NA,NA,f,FV
731,9,2015,2,18,NA,775,698,NA,NA,f,FV
732,9,2015,1,21,NA,760,712,NA,NA,f,FV
733,9,2015,2,25,NA,650,466,NA,NA,f,FV
734,9,2015,NA,NA,NA,655,578,NA,NA,f,FV
735,9,2015,3,29,NA,790,875,NA,NA,f,FV
736,9,2015,1,20,NA,650,452,NA,NA,f,FV
737,9,2015,3,28,NA,705,613,NA,NA,f,FV
738,8,2016,2,27,NA,719,640,37.2,8.435,f,FV
739,8,2016,2,21,NA,773,883,31.3,9.35,f,FIII
740,8,2016,2,23,NA,631,454,25.2,9,f,FIII
741,8,2016,3,25,NA,715,585,29.6,9.55,f,FIII
742,8,2016,1,16,NA,763,806,36.8,10.5,f,FV
743,8,2016,2,22,NA,664,521,26.465,9.05,f,FIII
744,8,2016,2,19,NA,555,321,24.3,7.55,f,FIII
745,8,2016,2,26,NA,750,720,33.1,10.05,f,FV
746,8,2016,NA,NA,NA,595,328,31,8.785,f,FV
747,8,2016,2,19,NA,547,223,31.55,8.1,f,FV
748,9,2016,2,21,NA,661,568,32.625,7.75,f,FIII
749,9,2016,1,24,NA,667,526,32.25,7.865,f,FIII
750,9,2016,3,16,NA,699,562,32.725,7.445,f,FIII
751,9,2016,NA,NA,NA,709,611,33.91,7.515,f,FIII
752,9,2016,3,21,NA,733,733,35.425,8.43,f,FIII
753,9,2016,2,21,NA,541,308,27.565,6.525,f,FIII
754,9,2016,2,23,NA,610,433,31.6,8.165,f,FV
755,9,2016,NA,NA,NA,738,574,35.47,7.325,f,FIII
756,9,2016,2,25,NA,732,532,33.91,7.47,f,FIII
757,9,2016,2,21,NA,797,797,35.975,7.72,f,FIII
758,9,2016,1,21,NA,812,1032,36.72,8.895,f,FIII
759,9,2016,3,16,NA,751,729,35,8.025,f,FIII
760,9,2016,2,20,NA,542,312,29.135,7.615,f,FV
761,9,2016,2,27,NA,677,639,33.205,8.55,f,FIII
762,9,2016,2,31,NA,590,321,29.055,6.875,f,FIII
763,9,2016,2,32,NA,600,338,29.845,7.26,f,FIII
764,9,2016,3,27,NA,757,670,34.075,7.665,f,FIII
765,9,2016,3,27,NA,695,581,31.545,7.39,f,FIII
766,9,2016,2,26,NA,536,282,25.785,7.125,f,FIII
767,9,2016,2,29,NA,723,649,37.545,8.635,f,FV
768,9,2016,2,23,NA,799,850,37.54,9.305,f,FIII
769,9,2016,2,22,NA,704,615,35.14,8.6,f,FV
770,9,2016,2,24,NA,669,601,31.465,8.445,f,FIII
771,9,2016,2,23,NA,607,649,33.995,9.725,f,FV
772,9,2016,2,25,NA,627,470,34.865,9.27,f,FV
773,9,2016,2,23,NA,772,777,40.555,9.565,f,FV
774,9,2016,2,24,NA,712,697,35.195,8.625,f,FIII
775,9,2016,2,22,NA,624,429,32.8,8.795,f,FV
776,9,2016,1,28,NA,745,775,34.905,8.655,f,FIII
777,9,2016,3,16,NA,640,439,31.435,8.6,f,FV
778,10,2016,2,24,NA,789,977,36.675,9.78,f,FIV
779,10,2016,2,19,NA,641,477,33.295,7,f,FIII
780,10,2016,2,21,NA,607,420,31.385,6.115,f,FIII
781,10,2016,2,27,NA,693,596,31.015,8.03,f,FIII
782,10,2016,2,22,NA,717,622,36.64,8.545,f,FV
783,10,2016,1,15,NA,732,623,36.175,7.955,f,FIII
784,10,2016,2,19,NA,820,1096,37.49,9.595,f,FIV
785,10,2016,3,22,NA,708,668,35.785,8.51,f,FIII
786,10,2016,3,22,NA,696,565,32.715,8.7,f,FIII
787,10,2016,2,26,NA,660,538,32.91,8.07,f,FIII
788,10,2016,3,19,NA,694,635,33.655,8.625,f,FIII
789,10,2016,2,22,NA,739,772,36.755,9.78,f,FV
790,10,2016,3,18,NA,657,475,30.515,8.95,f,FV
791,10,2016,2,26,NA,667,562,35.895,8.575,f,FV
792,10,2016,3,17,NA,588,345,33.1,9.17,f,FV
793,10,2016,2,17,NA,556,346,30.29,8.595,f,FV
794,10,2016,3,16,NA,780,817,36.66,9.64,f,FIII
795,10,2016,3,16,NA,540,316,28.905,7.735,f,FV
796,10,2016,2,18,NA,755,727,39.385,8.475,f,FIII
797,10,2016,3,18,NA,722,736,38.445,9.125,f,FV
798,10,2016,3,15,NA,557,318,28.36,6.5,f,FIII